Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
705,20,RL,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,712,0,761,1473,GasA,Ex,Y,7.3031700512368,0,7.3031700512368,1,2,0,3,0.6931471805599453,Gd,7,Typ,0,2,606,Y,0,35,0,5,2010,WD,Normal,12.269047444691562,1,1,1,1,0
706,190,RM,4.2626798770413155,8.630700432209832,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,Fa,Fa,Slab,0,0,0,0,GasA,Fa,N,5.921578419643816,720,6.996681488176539,0,2,0,3,1.0986122886681098,Fa,7,Mod,0,0,0,N,0,0,0,7,2010,WD,Normal,10.915088464214607,0,0,0,1,1
707,20,RL,4.2633832685897595,11.65399090524883,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1219,0,424,1643,GasA,TA,Y,7.509335266016592,0,7.509335266016592,1,2,0,2,0.6931471805599453,Gd,5,Typ,2,2,739,Y,380,48,0,6,2007,WD,Normal,12.618182296357007,1,1,1,0,0
708,120,RL,3.8918202981106265,8.738895704934043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,863,0,461,1324,GasA,Ex,Y,7.1891677384203225,0,7.1891677384203225,1,2,0,2,0.6931471805599453,Gd,6,Typ,1,2,550,Y,192,38,0,12,2009,WD,Normal,12.445089546000673,1,1,1,0,0
709,60,RL,4.189654742026425,9.107088742165708,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,728,728,GasA,Ex,Y,6.591673732008658,728,7.284134806195205,0,2,1,3,0.6931471805599453,Gd,8,Typ,1,2,400,Y,100,24,0,7,2007,New,Partial,12.09815330331068,1,1,0,0,0
710,20,RL,4.2633832685897595,8.876684166614451,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,876,876,GasA,TA,Y,6.807934943699926,0,6.807934943699926,0,1,0,3,0.6931471805599453,TA,6,Typ,0,1,408,Y,0,0,0,12,2008,WD,Abnorml,11.607326140391713,1,1,1,1,1
711,30,RL,4.04305126783455,8.326274787396764,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,CBlock,0,0,270,270,GasA,Gd,Y,6.593044534142437,0,6.593044534142437,0,1,0,2,0.6931471805599453,TA,5,Maj2,0,0,0,N,0,0,0,7,2008,WD,Normal,10.858998997563564,0,1,1,1,1
712,50,C (all),4.204692619390966,9.072571442231286,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,Stone,0,0,859,859,GasA,Gd,Y,6.756932389247553,319,7.072421900537371,0,1,0,2,0.6931471805599453,TA,7,Typ,0,1,384,N,68,0,98,1,2010,WD,Abnorml,11.540307141711446,1,1,0,0,1
713,120,RL,3.713572066704308,8.449342524508063,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,767,0,461,1228,GasA,Gd,Y,7.113956109566034,0,7.113956109566034,1,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,472,Y,168,120,0,10,2008,WD,Normal,12.14950229404178,1,1,1,0,0
714,190,RL,4.110873864173311,9.197660318818809,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,789,0,171,960,GasW,TA,N,6.8679744089702925,0,6.8679744089702925,1,1,0,3,0.6931471805599453,TA,6,Typ,0,2,576,Y,0,288,0,5,2006,WD,Normal,11.76756768334381,1,1,1,1,0
715,60,RL,4.2633832685897595,9.511777409660299,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,Gd,TA,CBlock,533,0,192,725,GasA,Ex,Y,6.587550014824796,754,7.299797366758161,0,2,1,3,0.6931471805599453,Gd,6,Typ,0,2,475,Y,0,44,0,3,2010,WD,Normal,11.779128505744886,1,1,0,1,0
716,20,RL,4.3694478524670215,9.224341891611996,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,1064,1064,GasA,TA,Y,7.208600337960199,0,7.208600337960199,0,2,0,3,0.6931471805599453,TA,7,Typ,1,2,478,Y,0,0,0,8,2009,WD,Normal,12.013700752882718,1,1,1,1,1
717,70,RM,4.110873864173311,9.287394001418473,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,TA,Gd,BrkTil,0,0,718,718,GasA,Ex,Y,7.3632795869630385,978,7.845807502637805,0,1,1,3,0.6931471805599453,TA,8,Typ,0,2,704,P,0,48,143,7,2007,WD,Normal,11.979799201207037,1,1,0,1,0
718,20,RL,4.394449154672439,9.210440366976517,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1084,0,92,1176,GasA,Gd,Y,7.072421900537371,0,7.072421900537371,0,1,1,3,0.6931471805599453,Gd,5,Typ,1,2,439,Y,224,0,0,11,2008,WD,Normal,11.964001084330445,1,1,1,0,1
719,60,RL,4.574710978503383,9.26321741157695,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,Gd,TA,PConc,1173,0,138,1311,GasA,Ex,Y,7.189922170745808,1093,7.791109510610028,1,2,1,3,0.6931471805599453,Gd,9,Typ,1,3,983,Y,250,154,216,8,2008,WD,Normal,12.739637756265655,1,1,0,0,0
720,20,RL,4.248495242049359,9.202409001649903,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,523,0,448,971,GasA,TA,Y,6.879355804460439,0,6.879355804460439,0,1,1,3,0.6931471805599453,TA,5,Typ,1,1,300,Y,0,0,0,5,2006,WD,Normal,11.763684183317412,1,1,1,1,1
721,120,RL,4.2633832685897595,8.789355452209982,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1148,0,594,1742,GasA,TA,Y,7.463363045520021,0,7.463363045520021,1,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,564,Y,114,28,234,12,2006,WD,Normal,12.524526376648708,1,1,1,0,0
722,120,RM,4.2633832685897595,8.395477432732141,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,6.744059186311348,0,6.744059186311348,1,1,0,1,0.6931471805599453,Gd,3,Typ,0,2,420,Y,160,0,0,5,2010,WD,Normal,11.870599909242044,1,1,1,0,1
723,20,RL,4.2626798770413155,9.002208578282412,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,191,0,673,864,GasA,Ex,Y,6.762729506931879,0,6.762729506931879,0,1,0,3,0.6931471805599453,TA,5,Typ,0,2,463,Y,0,0,0,7,2009,WD,Normal,11.732060994886899,1,1,1,1,1
724,50,RL,4.110873864173311,9.00859131751613,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,941,941,GasA,Ex,Y,6.905753276311464,473,7.293697720601438,0,2,0,4,0.6931471805599453,TA,7,Typ,0,1,548,Y,0,0,0,5,2008,WD,Normal,11.813030057420567,1,1,0,1,1
725,20,RL,4.465908118654584,9.494541392591309,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1234,0,464,1698,GasA,Ex,Y,7.4377951216719325,0,7.4377951216719325,1,2,0,3,0.6931471805599453,Ex,8,Typ,1,3,768,Y,327,64,0,2,2009,WD,Normal,12.676076274775909,1,1,1,0,0
726,20,RL,4.110873864173311,8.848078421168667,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,375,239,250,864,GasA,TA,Y,6.762729506931879,0,6.762729506931879,0,1,0,3,0.6931471805599453,Gd,5,Typ,0,2,660,Y,96,0,0,11,2009,WD,Normal,11.699405031912846,1,1,1,0,1
727,20,RL,4.2633832685897595,9.984883190740122,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,Gd,Gd,CBlock,808,0,72,880,GasA,Ex,Y,7.427144133408616,0,7.427144133408616,1,2,0,3,0.6931471805599453,Gd,5,Typ,1,2,540,Y,292,44,0,12,2009,WD,Normal,12.310432660854417,1,1,1,0,0
728,20,RL,4.174387269895637,8.897682313454224,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,724,0,508,1232,GasA,Ex,Y,7.117205503164344,0,7.117205503164344,1,2,0,2,0.6931471805599453,Gd,6,Typ,0,2,632,Y,132,0,0,2,2009,WD,Normal,12.178187442040638,1,1,1,0,1
729,90,RL,4.454347296253507,9.348013177101256,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0,0,1584,1584,GasA,TA,Y,7.482681828154651,0,7.482681828154651,1,2,0,4,1.0986122886681098,TA,9,Typ,0,3,888,Y,0,25,0,7,2009,COD,Abnorml,11.608235644774552,1,1,1,1,0
730,30,RM,3.970291913552122,8.738895704934043,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,152,0,628,780,GasA,TA,Y,6.744059186311348,0,7.097548850614793,0,1,0,2,0.6931471805599453,TA,5,Typ,0,2,539,Y,0,23,112,1,2009,WD,Normal,11.542484267211773,1,1,1,1,0
731,120,RL,3.6888794541139363,8.592300663903043,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1180,0,415,1595,GasA,Ex,Y,7.388327859577107,0,7.388327859577107,1,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,608,Y,237,152,0,3,2010,WD,Normal,12.373703486914124,1,1,1,0,0
732,80,RL,4.30406509320417,9.16858043772795,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,786,0,82,868,GasA,Ex,Y,7.044905117129371,0,7.044905117129371,1,2,0,3,0.6931471805599453,Gd,6,Typ,1,2,438,Y,160,22,0,5,2007,WD,Normal,12.141534124392603,1,1,1,0,0
733,60,RL,4.330733340286331,9.341807134718488,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,252,0,901,1153,GasA,Ex,Y,7.050989447068045,878,7.616775808698373,0,2,1,3,0.6931471805599453,Gd,8,Typ,1,2,541,Y,192,84,0,7,2008,WD,Normal,12.312682380588432,1,1,0,0,0
734,20,RL,4.394449154672439,9.210440366976517,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,594,0,270,864,GasA,Ex,Y,7.0431599159883405,0,7.0431599159883405,1,1,0,3,0.6931471805599453,TA,6,Typ,1,1,264,Y,165,0,0,3,2009,WD,Normal,11.786001385032646,1,1,1,0,1
735,20,RL,4.2633832685897595,9.102643796520809,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,0,0,948,948,GasA,TA,Y,6.855408798609928,0,6.855408798609928,0,1,0,3,0.6931471805599453,TA,6,Typ,0,1,300,Y,147,0,0,5,2007,WD,Family,11.589886506106357,1,1,1,0,1
736,75,RM,4.110873864173311,9.287394001418473,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,390,0,490,880,GasW,Fa,N,6.78105762593618,888,7.478169694159785,0,1,1,2,0.6931471805599453,TA,6,Typ,2,2,320,N,0,341,0,10,2006,WD,Normal,12.0015054797889,1,1,0,1,0
737,90,RL,4.110873864173311,9.053101595549691,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,TA,TA,CBlock,0,0,0,0,GasA,Gd,N,6.947937068614969,0,6.947937068614969,0,2,0,2,1.0986122886681098,TA,6,Typ,0,2,400,Y,0,0,0,7,2006,WD,Normal,11.44571671527678,1,0,1,1,1
738,60,RL,4.290459441148391,9.25569607369698,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,893,893,GasA,Ex,Y,6.804614520062624,900,7.496652438168283,0,2,1,3,0.6931471805599453,Gd,8,Typ,1,3,800,Y,0,116,0,6,2006,WD,Normal,12.387977448827787,1,1,0,1,0
739,90,RL,4.110873864173311,9.287394001418473,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1200,0,0,1200,GasA,TA,Y,7.0909098220799835,0,7.0909098220799835,3,3,0,3,0.6931471805599453,TA,5,Typ,0,0,0,Y,120,0,0,3,2009,WD,Alloca,12.095141084822892,0,1,1,0,1
740,60,RL,4.189654742026425,9.139273923542323,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,864,864,GasA,Ex,Y,6.762729506931879,864,7.455298485683291,0,2,1,3,0.6931471805599453,Gd,7,Typ,0,2,572,Y,187,56,0,4,2009,WD,Normal,12.154779351142624,1,1,0,0,0
741,70,RM,4.110873864173311,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,TA,Gd,BrkTil,0,0,264,264,GasA,Ex,Y,6.645090969505644,664,7.267525427828172,0,2,0,2,0.6931471805599453,TA,7,Typ,0,2,360,Y,270,0,112,5,2007,WD,Abnorml,11.790557201568507,1,1,0,0,1
742,20,RL,4.189654742026425,8.820108644508608,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,832,0,80,912,GasA,Gd,Y,6.816735880594968,0,6.816735880594968,1,1,0,3,0.6931471805599453,Gd,5,Typ,0,1,288,Y,168,0,0,5,2008,WD,Normal,11.863582336583399,1,1,1,0,1
743,20,RL,4.189654742026425,9.042040056544483,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,1349,1349,GasA,Ex,Y,7.2078598714324755,0,7.2078598714324755,0,2,0,3,0.6931471805599453,TA,6,Typ,0,2,539,Y,120,55,0,12,2007,WD,Normal,12.095141084822892,1,1,1,0,0
744,80,RL,4.2626798770413155,9.46397433028839,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,444,0,76,520,GasA,Ex,Y,7.289610521451167,0,7.289610521451167,0,2,0,3,0.6931471805599453,TA,6,Min2,1,2,480,Y,302,0,0,10,2009,WD,Normal,12.072541252905651,1,1,1,0,1
745,120,RL,3.7376696182833684,8.593413217327646,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,733,0,604,1337,GasA,Gd,Y,7.198931240688173,0,7.198931240688173,1,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,462,Y,96,0,70,10,2008,WD,Normal,12.100712129872347,1,1,1,0,1
746,60,RL,4.2633832685897595,9.100971834920818,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,CompShg,VinylSd,VinylSd,Ex,Gd,CBlock,575,80,487,1142,GasA,Ex,Y,7.069874128458572,1540,7.906915488678587,0,3,1,4,0.6931471805599453,Gd,11,Typ,2,2,831,Y,0,204,0,7,2008,WD,Normal,12.610870864650634,1,1,0,1,0
747,60,RL,4.2633832685897595,9.082052351674651,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,300,0,652,952,GasA,Ex,Y,6.8885724595653635,1276,7.721791776817535,0,2,1,4,0.6931471805599453,Gd,8,Typ,1,2,554,Y,224,54,0,4,2009,WD,Normal,12.371587084007746,1,1,0,0,0
748,70,RM,4.189654742026425,9.367429587218957,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,Gd,TA,Stone,0,0,1240,1240,GasW,TA,N,7.186144304522325,1320,7.878912912297133,0,1,1,4,0.6931471805599453,Gd,8,Typ,1,4,864,N,181,0,386,5,2009,WD,Normal,12.491172637278908,1,1,0,0,1
749,20,RL,4.0943445622221,9.268043082104471,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,919,0,801,1720,GasA,Ex,Y,7.450660796211539,0,7.450660796211539,1,2,0,3,0.6931471805599453,Gd,7,Typ,1,2,527,Y,240,56,154,3,2010,WD,Normal,12.46997418931655,1,1,1,0,0
750,50,RL,3.9318256327243257,9.036701015565063,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,Slab,0,0,0,0,Wall,TA,N,6.9930151229329605,441,7.333023014386481,0,2,0,4,0.6931471805599453,TA,9,Mod,0,1,240,N,92,0,185,4,2009,WD,Normal,11.49272275765271,1,0,0,0,1
751,50,RM,4.02535169073515,9.082620630373812,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,0,0,576,576,GasA,Gd,Y,6.675823221634848,348,7.039660349862076,0,1,0,3,0.6931471805599453,TA,7,Min2,0,0,0,N,0,160,0,6,2010,WD,Normal,11.477298287327077,0,1,0,1,0
752,60,RL,4.2633832685897595,8.955577146281511,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,660,660,GasA,Ex,Y,6.493753839851686,660,7.186144304522325,0,2,1,3,0.6931471805599453,Gd,6,Typ,0,2,400,Y,0,48,0,8,2007,WD,Normal,11.99535161421452,1,1,0,1,0
753,20,RL,4.382026634673881,9.13097243659261,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,1200,0,279,1479,GasA,Ex,Y,7.3098814858247865,0,7.3098814858247865,1,2,0,3,0.6931471805599453,Gd,6,Typ,0,2,576,Y,168,27,0,7,2006,WD,Normal,12.287652632522597,1,1,1,0,0
754,60,RL,4.394449154672439,9.234154550075438,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1030,1030,GasA,Gd,Y,6.946013991099227,1060,7.649216319820633,0,2,1,3,0.6931471805599453,Ex,8,Typ,1,3,878,Y,192,52,0,3,2006,WD,Normal,12.526342907575106,1,1,0,0,0
755,20,RL,4.127134385045092,8.97853441008332,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,439,472,115,1026,GasA,Gd,Y,6.934397209928558,0,6.934397209928558,1,1,0,3,0.6931471805599453,Gd,5,Typ,0,2,440,Y,171,48,0,7,2009,WD,Normal,11.957611286231675,1,1,1,0,0
756,160,FV,3.5553480614894135,8.080546965824498,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,381,0,348,729,GasA,Gd,Y,6.610696044717759,729,7.294377299288821,0,2,1,3,0.6931471805599453,TA,6,Typ,0,2,440,Y,0,24,0,3,2009,WD,Normal,12.058152515453552,1,1,0,1,0
757,60,RL,4.23410650459726,9.284519770150434,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,846,866,GasA,Ex,Y,6.7650389767805414,902,7.478169694159785,0,2,1,3,0.6931471805599453,Gd,7,Typ,0,2,578,Y,144,105,0,4,2009,WD,Normal,12.26434155365415,1,1,0,0,0
758,60,RL,4.2633832685897595,9.360224821513475,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,438,0,234,672,GasA,TA,Y,6.511745329644728,714,7.234898420314831,0,2,1,3,0.6931471805599453,TA,6,Typ,1,2,440,Y,335,0,0,4,2010,WD,Abnorml,11.976030352524807,1,1,0,0,1
759,160,FV,3.2188758248682006,7.732369222284388,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,549,0,195,744,GasA,Gd,Y,6.630683385642372,744,7.31455283232408,0,2,1,3,0.6931471805599453,TA,6,Typ,0,2,440,Y,0,0,0,8,2008,WD,Normal,12.097373228606832,1,1,0,1,1
760,60,RL,4.189654742026425,9.413934064045677,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,56,64,1198,1318,GasA,Ex,Y,7.192182058713246,1203,7.836764783264067,0,2,1,4,0.6931471805599453,Gd,9,Typ,1,3,752,Y,222,98,0,11,2007,WD,Normal,12.577636201962656,1,1,0,0,0
761,20,RL,4.2626798770413155,9.116139576577355,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,612,0,252,864,GasA,Ex,Y,6.762729506931879,0,6.762729506931879,0,1,0,2,0.6931471805599453,TA,5,Typ,0,1,300,Y,0,0,0,10,2009,WD,Normal,11.755871643580617,1,1,1,1,1
762,30,RM,4.110873864173311,8.841014310483892,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,405,0,740,1145,GasA,TA,Y,7.171656822768514,0,7.171656822768514,0,1,0,2,0.6931471805599453,Fa,5,Min1,0,2,440,Y,0,0,0,10,2009,WD,Normal,11.512925464970229,1,1,1,1,1
763,60,FV,4.290459441148391,9.0642735958414,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,24,0,732,756,GasA,Ex,Y,6.639875833826536,783,7.344719054149673,0,2,1,3,0.6931471805599453,Gd,7,Typ,0,2,614,Y,169,45,0,6,2010,Con,Normal,12.279323107269766,1,1,0,0,0
764,60,RL,4.418840607796598,9.151757414543885,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1163,0,89,1252,GasA,Ex,Y,7.1459844677143876,1097,7.768956044538332,1,2,1,3,0.6931471805599453,Gd,8,Typ,1,3,856,Y,0,128,0,7,2009,WD,Normal,12.727838209334498,1,1,0,1,0
