MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
9,3,4.2633832685897595,10.264617557935098,1,1,2,1,4,2,2,0,5,5,4,1967,1967,0,5,9,10,2,0.0,3,4,2,249,764,0,1013,1,4,1,4,7.057036981697891,966,7.6624678152002375,0,2,1,3,0.6931471805599453,3,7,3,0,2,538,2,486,0,0,8,3,8,0,1,1,0,0,1
1,1,3.2188758248682006,7.841885928984623,1,3,3,4,21,2,2,3,5,7,4,2005,2005,1,1,8,8,2,0.0,2,4,2,0,0,600,600,1,0,1,4,6.255750041753367,623,7.1098794630722715,0,2,1,2,0.6931471805599453,2,4,6,0,2,480,2,0,166,0,9,0,8,4,1,1,0,1,0
4,3,4.394449154672439,9.38437770918244,1,0,3,0,12,2,2,0,2,6,4,1957,1957,1,1,6,6,1,387.0,3,4,1,1040,0,352,1392,1,4,1,0,7.239214973779806,0,7.239214973779806,1,1,1,3,0.6931471805599453,3,6,6,2,2,458,2,0,0,0,8,2,8,4,1,1,1,1,1
1,1,3.4339872044851463,8.064950891749143,1,3,3,4,21,2,2,4,5,7,4,2005,2005,1,1,8,8,2,0.0,3,4,2,0,0,600,600,1,0,1,4,6.255750041753367,600,7.0909098220799835,0,2,1,2,0.6931471805599453,2,4,6,0,2,480,2,0,166,0,8,0,8,4,1,1,0,1,0
9,3,3.8066624897703196,9.164191715950203,1,0,3,1,5,2,2,0,5,7,5,2003,2003,1,1,12,13,1,223.0,2,4,2,483,0,458,941,1,0,1,4,6.848005274576363,888,7.512071245835466,1,2,1,3,0.6931471805599453,2,7,6,1,2,613,2,192,39,0,0,4,8,4,1,1,0,0,0
4,3,4.61512051684126,9.210840247017833,1,3,3,4,12,2,2,0,2,6,5,1964,1964,1,1,6,10,1,180.0,3,4,1,196,345,975,1516,1,4,1,4,7.324489979348532,0,7.324489979348532,0,1,1,3,0.6931471805599453,3,6,6,0,2,472,2,0,0,0,4,3,8,4,1,1,1,1,1
4,3,4.330733340286331,8.971575439759016,1,3,3,4,12,2,2,0,2,5,5,1961,1961,1,1,12,13,1,136.0,3,4,1,572,0,572,1144,1,2,1,4,7.0431599159883405,0,7.0431599159883405,1,1,0,3,0.6931471805599453,3,6,6,0,2,456,2,0,0,0,11,2,8,4,1,1,1,1,1
4,3,4.110873864173311,9.169622538697624,1,3,3,4,19,2,2,0,2,4,6,1950,1995,1,1,12,6,2,0.0,3,4,1,442,0,625,1067,1,4,1,4,6.97354301952014,0,6.97354301952014,0,2,0,2,0.6931471805599453,2,4,3,0,2,436,2,290,0,0,4,4,8,4,1,1,1,0,1
5,4,4.51085950651685,8.999742789830492,1,3,3,4,17,2,2,0,2,5,5,1948,1973,1,1,12,13,2,0.0,3,4,0,338,0,1221,1559,1,2,1,4,7.352441100243583,0,7.352441100243583,1,1,0,2,0.6931471805599453,3,5,3,0,2,812,2,0,116,230,8,1,0,4,1,1,1,1,0
1,4,3.091042453358316,7.427144133408616,1,3,3,4,2,2,2,3,5,6,4,1973,1973,1,1,6,6,1,158.0,3,4,1,330,0,153,483,1,4,1,4,6.182084906716632,504,6.895682697747868,1,1,1,2,0.6931471805599453,3,5,6,0,1,264,2,0,0,0,2,2,8,4,1,1,0,1,1
4,3,4.330733340286331,9.161780181360806,1,3,3,4,5,2,2,0,2,5,5,1995,2006,1,1,12,13,2,0.0,3,4,2,0,0,1099,1099,1,0,1,4,7.003065458786462,0,7.003065458786462,0,1,1,3,0.6931471805599453,2,6,6,0,1,352,2,278,0,0,8,2,8,4,1,1,1,0,1
8,3,4.2626798770413155,9.373139262281274,1,3,3,4,7,2,2,0,0,5,5,1946,1995,1,1,8,8,2,0.0,3,4,1,352,0,416,768,1,0,1,4,6.645090969505644,432,7.0909098220799835,0,1,0,3,0.6931471805599453,3,6,6,0,1,240,2,0,0,0,7,2,8,4,1,1,0,1,1
10,2,4.2633832685897595,9.405578154036684,1,0,3,4,18,2,2,0,5,6,7,1925,1950,1,1,13,14,2,0.0,3,4,0,156,0,516,672,1,4,0,4,6.698268054115413,672,7.301822342137932,0,2,0,4,0.6931471805599453,1,7,6,0,1,400,1,0,0,254,5,2,8,4,1,1,0,1,1
10,4,4.110873864173311,9.25349564229011,1,3,3,4,17,2,2,0,5,5,7,1904,2002,1,1,8,8,2,0.0,3,4,2,0,0,650,650,1,2,1,4,6.8658910748834385,581,7.3395376954076745,0,2,0,3,0.6931471805599453,2,8,6,1,2,686,1,70,78,68,8,2,8,4,1,1,0,0,0
12,3,4.418840607796598,9.107310471656639,1,3,3,4,12,2,2,0,7,6,6,1966,1966,1,1,6,6,1,183.0,3,4,1,312,539,276,1127,1,4,1,4,7.061334366910438,0,7.061334366910438,1,1,1,3,0.6931471805599453,3,6,6,0,2,490,2,0,129,0,7,2,8,4,1,1,1,1,0
14,3,4.394449154672439,8.987321812850125,1,3,3,0,12,0,2,2,2,5,3,1961,1961,1,1,3,3,2,0.0,3,4,1,0,0,1800,1800,1,0,0,4,7.496097345175956,0,7.496097345175956,0,2,0,6,1.0986122886681098,3,10,6,0,0,0,2,0,0,0,9,1,8,4,0,1,1,1,1
8,4,4.61512051684126,9.446676517076376,1,0,3,4,17,0,2,0,0,5,7,1915,1950,1,1,13,14,2,0.0,3,4,0,0,0,876,876,1,2,1,4,6.776506992372183,540,7.256297239690681,0,1,1,4,0.6931471805599453,3,7,6,1,3,720,2,418,0,194,8,2,8,4,1,1,0,0,1
13,3,4.2633832685897595,9.720045368073471,1,0,3,1,19,5,2,0,6,5,4,1975,1981,1,1,6,6,2,0.0,3,4,1,1390,0,0,1390,1,4,1,4,7.43955930913332,0,7.43955930913332,1,2,0,3,0.6931471805599453,3,6,3,2,2,611,2,0,0,0,0,1,8,4,1,1,1,1,1
9,3,4.330733340286331,9.139703292376742,1,3,3,4,20,2,2,0,5,7,4,1993,1993,1,1,6,6,1,137.0,2,4,2,513,0,227,740,1,0,1,4,6.914730892718563,769,7.4821189235521155,1,2,1,3,0.6931471805599453,2,7,6,1,2,425,2,234,72,192,9,3,8,4,1,1,0,0,0
4,3,3.6109179126442243,9.650142492488797,1,0,3,1,5,2,2,0,2,5,5,1972,1972,1,1,6,10,2,0.0,3,4,1,460,0,404,864,1,0,1,4,6.762729506931879,0,6.762729506931879,1,1,0,3,0.6931471805599453,3,5,6,1,1,338,2,0,0,0,10,3,8,4,1,1,1,1,1
8,3,4.330733340286331,10.727684925086583,1,1,0,4,4,2,2,0,0,6,7,1908,1997,1,1,13,14,2,0.0,3,4,0,0,0,907,907,1,4,1,4,7.176254532017144,1051,7.765993079407675,0,3,0,5,0.6931471805599453,3,10,6,1,2,360,2,486,40,0,11,2,8,4,1,1,0,0,0
12,3,4.394449154672439,9.169622538697624,1,3,3,2,24,1,2,0,7,6,6,1976,1994,3,1,9,10,1,360.0,2,2,1,0,0,528,528,1,0,1,4,6.9985096422506015,761,7.526178913346146,0,2,1,3,0.6931471805599453,3,7,6,1,2,512,2,113,100,0,10,1,8,4,1,1,0,0,0
0,4,3.6109179126442243,8.397508348470257,1,3,3,4,5,2,2,4,2,6,4,2003,2003,1,1,12,13,1,170.0,2,4,2,659,0,189,848,1,0,1,4,6.744059186311348,0,6.744059186311348,1,1,0,1,0.6931471805599453,2,3,6,0,2,420,2,140,0,0,2,1,8,4,1,1,1,0,1
0,3,4.2633832685897595,8.069968149059841,1,3,3,4,0,2,2,4,2,8,4,2003,2003,1,1,12,13,1,40.0,2,4,2,0,0,1273,1273,1,0,1,4,7.284134806195205,0,7.284134806195205,0,2,0,2,0.6931471805599453,2,7,6,1,2,400,2,143,20,0,7,0,8,4,1,1,1,0,0
11,3,3.9889840465642745,8.871926251117628,1,3,3,4,6,2,2,0,4,7,4,1941,1950,1,1,8,8,2,0.0,3,2,1,364,0,554,918,1,2,1,4,6.823286122355687,728,7.4067107301776405,0,2,0,4,0.6931471805599453,3,7,6,2,1,240,2,0,0,0,10,1,8,4,1,1,0,1,1
12,3,4.2633832685897595,9.400630098419315,1,0,3,0,12,2,2,0,7,6,5,1964,1964,1,1,8,6,1,115.0,3,2,1,564,0,563,1127,1,4,1,4,7.27655640271871,0,7.27655640271871,0,1,1,3,0.6931471805599453,3,7,6,1,2,645,2,180,0,0,10,3,8,4,1,1,1,0,1
4,3,4.634728988229636,9.793728488543389,1,3,3,4,19,2,2,0,2,5,3,1955,1974,3,1,13,10,2,0.0,3,4,1,306,1085,372,1763,1,4,1,4,7.484368643286131,0,7.484368643286131,1,1,1,3,0.6931471805599453,3,6,6,1,2,454,2,0,418,0,9,0,8,0,1,1,1,1,0
4,3,4.2633832685897595,8.838986793496787,1,0,3,0,19,2,2,0,2,5,7,1962,2010,1,1,6,6,2,0.0,3,2,1,659,0,381,1040,1,0,1,4,6.947937068614969,0,6.947937068614969,1,1,1,3,0.6931471805599453,3,6,6,0,1,260,2,0,104,0,6,4,8,4,1,1,1,1,0
12,3,4.2633832685897595,9.30301070681749,1,0,2,4,5,2,2,0,7,6,5,1978,1978,1,1,9,6,2,0.0,3,4,1,505,435,0,940,1,4,1,4,6.934397209928558,0,6.934397209928558,1,1,0,3,0.6931471805599453,3,5,6,0,2,576,2,0,0,34,1,2,8,4,1,1,1,1,1
9,3,4.189654742026425,9.002824076547672,1,3,3,4,8,2,2,0,5,6,4,1994,1995,1,1,6,6,2,0.0,3,4,2,0,0,702,702,1,2,1,4,6.555356891810665,779,7.301147805856032,0,2,1,3,0.6931471805599453,3,6,6,1,2,343,2,0,36,0,5,3,8,4,1,1,0,1,0
4,3,4.394449154672439,9.249657234353133,1,3,3,4,14,2,2,0,2,7,4,1976,1976,1,1,6,6,1,189.0,3,4,1,0,0,1090,1090,1,4,1,4,7.223295679562314,0,7.223295679562314,0,2,0,3,0.6931471805599453,3,6,6,1,2,479,2,0,0,0,8,3,8,3,1,1,1,1,1
9,3,4.2633832685897595,9.308374112247549,1,0,3,0,14,3,2,0,5,6,6,1968,1984,1,1,6,6,1,220.0,3,4,1,619,0,435,1054,1,4,1,4,7.321849713788356,1142,7.884199933676039,1,2,1,4,0.6931471805599453,2,9,6,1,2,619,2,0,65,0,10,0,8,4,1,1,0,1,0
8,3,4.02535169073515,8.941545475242885,1,3,3,0,6,2,2,0,0,7,7,1918,1998,1,1,13,14,2,0.0,2,4,0,0,0,912,912,1,2,1,4,6.816735880594968,514,7.2633296174768365,0,1,1,3,0.6931471805599453,2,7,6,1,1,216,2,0,240,0,8,1,8,4,1,1,0,1,0
3,3,4.330733340286331,9.360999248261296,1,3,3,4,19,2,2,1,2,5,3,1965,1965,3,1,9,6,2,0.0,3,4,2,841,0,198,1039,1,0,1,4,6.946975992135418,0,6.946975992135418,1,1,1,3,0.6931471805599453,3,6,6,0,2,504,2,0,0,0,6,4,8,4,1,1,1,1,1
4,3,4.406719247264253,9.177093778182547,1,3,3,0,20,2,2,0,2,6,4,1984,1985,3,1,6,10,2,0.0,3,4,2,338,0,702,1040,1,4,1,4,7.001245622069476,0,7.001245622069476,0,2,0,3,0.6931471805599453,3,6,6,0,2,480,2,0,0,0,7,4,8,4,1,1,1,1,1
4,3,4.2626798770413155,8.978660489639687,1,3,3,4,12,2,2,0,2,5,4,1959,1959,3,1,3,10,2,0.0,3,4,1,1148,0,0,1148,1,4,1,4,7.046647277848756,0,7.046647277848756,1,1,0,3,0.6931471805599453,3,6,6,0,1,672,2,0,0,0,9,3,8,4,1,1,1,1,1
4,1,4.290459441148391,9.0642735958414,1,3,3,4,21,2,2,0,2,7,4,2007,2008,1,1,12,13,2,0.0,2,4,2,0,0,1372,1372,1,0,1,4,7.224753405767971,0,7.224753405767971,0,2,0,3,0.6931471805599453,2,6,6,0,2,529,2,0,140,0,7,2,6,5,1,1,1,1,0
4,3,4.2633832685897595,9.076923258535832,1,0,3,4,12,2,2,0,2,5,5,1970,1970,1,1,8,8,1,76.0,3,4,1,828,0,174,1002,1,4,1,4,6.910750787961936,0,6.910750787961936,1,1,0,3,0.6931471805599453,3,5,6,0,2,902,2,0,0,0,10,3,8,4,1,1,1,1,1
4,3,4.219507705176107,9.273972232220956,1,0,1,4,23,2,2,0,2,8,4,2006,2007,1,1,12,13,3,274.0,2,4,2,0,0,1638,1638,1,0,1,4,7.4067107301776405,0,7.4067107301776405,0,2,0,3,0.6931471805599453,2,6,6,1,3,870,2,192,80,0,2,1,6,5,1,1,1,0,0
4,3,4.454347296253507,8.849513965486398,1,3,3,0,19,1,2,0,2,4,4,1961,1961,1,1,12,13,2,0.0,3,4,1,932,0,108,1040,1,4,1,4,7.02197642307216,0,7.02197642307216,1,1,1,3,0.6931471805599453,1,5,6,0,2,544,2,168,0,0,7,1,8,4,1,1,1,0,1
9,3,4.2633832685897595,9.599879329534089,1,1,3,0,8,1,2,0,5,5,5,1948,1950,1,1,9,10,2,0.0,3,4,3,0,0,0,0,1,2,1,4,7.344719054149673,720,7.749753406274437,0,2,0,2,0.6931471805599453,3,7,6,1,2,672,1,120,144,0,7,0,8,4,1,0,0,0,0
9,3,4.394449154672439,9.204221690968005,1,3,3,4,20,2,2,0,5,7,4,1993,1994,1,1,8,8,1,246.0,2,4,2,750,0,300,1050,1,0,1,4,6.968850378341948,887,7.575584651557793,1,2,1,3,0.6931471805599453,2,8,6,1,2,574,2,156,90,0,8,4,8,4,1,1,0,0,0
4,3,4.110873864173311,8.79497643168877,1,3,3,4,12,4,2,0,2,5,4,1962,1962,3,1,8,8,2,0.0,3,4,1,0,0,894,894,1,2,0,4,6.796823718274855,0,6.796823718274855,0,1,0,2,0.6931471805599453,3,5,6,0,1,308,2,0,0,0,10,3,8,4,1,1,1,1,1
9,3,4.2626798770413155,9.076923258535832,1,3,3,4,5,2,2,0,5,6,4,1998,1998,1,1,12,13,1,116.0,3,4,2,505,0,299,804,1,0,1,4,6.690842277418564,878,7.428333194190806,0,2,1,3,0.6931471805599453,2,7,6,0,2,523,2,0,77,0,8,4,8,4,1,1,0,1,0
4,3,4.31748811353631,9.09301972939964,1,3,3,0,12,2,2,0,2,5,6,1953,1996,1,1,14,15,2,0.0,2,4,4,0,0,105,105,1,2,1,4,6.814542897259958,0,6.814542897259958,0,1,0,3,0.6931471805599453,2,5,6,0,2,414,2,196,0,150,1,2,8,4,1,1,1,0,1
6,3,4.110873864173311,9.404672841436273,1,3,3,4,12,2,2,0,2,5,6,1949,1950,1,1,6,6,2,0.0,2,4,1,375,0,457,832,1,2,1,4,6.9440872082295275,0,7.1459844677143876,0,1,0,3,0.6931471805599453,3,6,6,1,1,288,2,0,28,0,11,3,8,4,1,1,1,1,0
8,4,3.970291913552122,8.651898894268529,1,3,3,4,17,0,2,0,0,5,5,1941,1950,1,1,13,14,2,0.0,3,4,1,0,0,676,676,1,0,1,4,6.517671272912275,455,7.0317412587631285,0,1,1,3,0.6931471805599453,3,5,6,0,1,200,2,26,0,0,10,3,8,0,1,1,0,0,1
9,1,4.330733340286331,9.105090961257085,1,3,3,4,21,2,2,0,5,8,4,2007,2007,1,1,5,5,2,0.0,2,4,2,64,0,1120,1184,1,0,1,4,7.077498053569231,1426,7.8674885686991285,0,2,1,4,0.6931471805599453,0,11,6,1,2,550,2,208,364,0,10,1,6,5,1,1,0,0,0
4,3,4.553876891600541,10.138045708665592,1,3,1,4,11,2,2,0,2,4,4,1963,1963,1,1,6,10,2,0.0,3,4,2,633,0,431,1064,1,2,1,4,6.947937068614969,0,6.947937068614969,1,1,0,3,0.6931471805599453,3,5,6,0,2,648,2,0,0,0,0,1,8,4,1,1,1,1,1
9,3,4.31748811353631,9.086476384753796,1,3,3,4,16,2,2,0,5,9,4,2004,2005,3,1,12,13,3,216.0,2,4,2,1170,0,292,1462,1,0,1,4,7.288244401020124,762,7.707512194600341,1,2,1,4,0.6931471805599453,0,10,6,1,3,738,2,184,0,0,8,3,8,4,1,1,0,0,1
13,3,4.48863636973214,9.37441309371334,1,0,3,4,19,2,2,0,6,5,6,1961,1995,1,1,6,6,2,0.0,3,4,1,899,0,210,1109,1,4,1,4,7.052721049232323,0,7.052721049232323,1,1,0,3,0.6931471805599453,2,6,3,0,2,576,2,192,0,0,8,4,8,4,1,1,1,0,1
4,3,4.2633832685897595,8.853808274977197,1,0,3,1,5,2,2,0,2,5,7,1978,2005,1,1,12,13,1,90.0,2,2,1,646,0,218,864,1,0,1,4,6.762729506931879,0,6.762729506931879,1,1,0,3,0.6931471805599453,3,6,6,0,1,336,2,0,0,0,9,3,8,4,1,1,1,1,1
4,3,4.110873864173311,8.857230494201946,1,3,3,4,7,2,2,0,2,5,4,2005,2006,1,1,12,13,2,0.0,3,4,2,980,0,110,1090,1,2,1,4,6.994849985833071,0,6.994849985833071,1,1,1,2,0.6931471805599453,3,5,6,0,2,450,2,0,49,0,8,1,8,4,1,1,1,1,0
8,3,3.8066624897703196,9.529448434427817,1,0,3,1,23,2,2,0,0,7,4,1990,1991,1,1,6,6,1,117.0,2,2,1,902,0,254,1156,1,0,1,4,7.080026499922591,530,7.4489161025442,0,2,1,3,0.6931471805599453,2,7,6,1,2,400,2,168,36,0,6,1,8,4,1,1,0,0,0
9,3,4.2633832685897595,9.173365135851288,1,0,3,0,8,2,2,0,5,6,4,1992,1993,1,1,12,13,2,0.0,3,4,2,0,0,808,808,1,2,1,4,6.695798917058491,785,7.374001859350161,0,2,1,3,0.6931471805599453,3,7,6,1,2,389,2,342,40,0,3,3,8,4,1,1,0,0,0
11,3,4.110873864173311,8.733110697638708,1,3,0,4,18,2,2,0,3,4,4,1912,1950,1,1,13,14,2,0.0,2,4,2,0,0,795,795,1,4,0,4,6.86171134048073,795,7.7102051944325325,1,1,0,5,0.6931471805599453,3,10,6,0,1,440,2,0,188,0,5,0,8,4,1,1,0,1,0
4,3,4.189654742026425,8.875007486048396,1,3,3,4,12,2,2,0,2,5,4,1967,1967,1,1,6,6,1,60.0,3,4,1,432,0,460,892,1,4,1,4,6.794586580876499,0,6.794586580876499,0,1,0,3,0.6931471805599453,3,5,6,0,1,288,2,0,0,0,9,3,8,4,1,1,1,1,1
0,1,3.9318256327243257,8.540909718033554,1,0,3,1,21,2,2,4,2,9,4,1999,2000,1,1,8,8,1,60.0,2,4,2,1238,0,460,1698,1,0,1,4,7.444248649496705,0,7.444248649496705,1,2,0,2,0.6931471805599453,2,5,6,1,2,506,2,97,65,0,0,2,1,0,1,1,1,0,0
14,3,4.2626798770413155,9.035272443893536,1,3,3,0,12,2,2,2,2,5,4,1959,2005,1,1,8,8,1,122.0,3,4,1,528,0,1098,1626,1,0,1,4,7.44600149832412,0,7.44600149832412,0,2,0,4,1.0986122886681098,3,8,6,0,2,588,2,272,54,0,8,0,8,3,1,1,1,0,0
8,3,4.0943445622221,9.709113657218,1,0,3,4,7,2,2,0,0,5,6,1955,1955,1,1,8,8,2,0.0,3,2,2,0,0,816,816,1,4,1,4,6.771935555839602,521,7.2399325913204695,0,1,1,3,0.6931471805599453,3,8,6,0,1,300,2,121,0,0,6,2,8,4,1,1,0,0,1
4,3,4.564348191467836,9.671933733861948,1,0,3,4,12,2,2,0,2,8,5,1970,1970,0,5,13,14,2,0.0,2,2,2,351,823,1043,2217,1,0,1,4,7.704361167910313,0,7.704361167910313,1,2,0,4,0.6931471805599453,2,8,6,1,2,621,2,81,207,0,1,1,8,4,1,1,1,0,0
4,3,4.859812404361672,9.405989388981,1,3,3,4,12,1,2,0,2,6,3,1953,1953,3,1,13,14,1,90.0,3,4,1,1024,0,481,1505,1,0,1,4,7.317212408359839,0,7.317212408359839,1,1,0,2,0.6931471805599453,3,6,6,1,2,505,2,0,0,0,4,3,8,4,1,1,1,1,1
8,3,4.110873864173311,8.99528899055931,1,3,3,0,12,0,2,0,0,5,6,1949,2006,1,1,8,8,2,0.0,3,2,1,0,0,672,672,1,0,1,4,6.511745329644728,252,6.829793737512425,0,1,0,3,0.6931471805599453,3,6,6,1,2,576,2,0,0,0,9,1,8,4,1,1,0,1,1
9,3,4.2626798770413155,9.32232887392423,1,3,3,4,19,2,2,0,5,6,4,1978,1978,3,1,6,6,1,92.0,3,4,1,226,500,192,918,1,2,1,4,6.823286122355687,765,7.428927194802272,0,2,1,3,0.6931471805599453,3,7,6,1,2,440,2,243,0,0,9,3,8,4,1,1,0,0,1
4,3,4.2626798770413155,9.037771106624906,1,3,3,4,19,2,2,0,2,6,7,1963,2003,3,1,6,6,2,0.0,3,4,1,663,0,396,1059,1,4,1,4,6.974478911025045,0,6.974478911025045,0,1,0,3,0.6931471805599453,3,6,6,0,1,264,2,192,0,0,4,0,8,4,1,1,1,0,1
4,3,4.2633832685897595,9.494390858193913,1,3,3,4,19,4,2,0,2,5,4,1954,1954,1,1,13,10,2,0.0,3,4,2,1064,0,319,1383,1,4,1,4,7.232733136177615,0,7.232733136177615,1,1,0,3,0.6931471805599453,3,6,6,1,1,354,2,511,116,0,8,2,8,4,1,1,1,0,0
14,3,4.174387269895637,8.856376036730422,1,3,0,4,20,2,2,2,2,5,4,1979,1979,1,1,9,10,2,0.0,3,4,3,0,0,0,0,1,4,1,4,7.336936913707618,0,7.336936913707618,0,2,0,4,1.0986122886681098,3,8,6,0,2,400,2,0,0,0,8,3,8,2,1,0,1,1,1
9,3,4.276666119016055,8.86177531100083,1,3,3,4,12,2,2,0,5,6,4,1963,1963,3,1,6,6,1,415.0,3,4,1,400,0,380,780,1,4,1,4,6.891625897052253,813,7.493873886783559,1,1,1,4,0.6931471805599453,3,8,6,1,2,483,2,0,50,0,1,2,8,4,1,1,0,1,0
5,4,3.9318256327243257,9.078635880978755,1,3,3,4,9,2,2,0,2,4,5,1936,1950,1,1,13,14,2,0.0,3,4,0,285,0,666,951,1,0,0,4,6.858565034791365,0,6.858565034791365,0,1,0,2,0.6931471805599453,3,6,6,0,1,327,2,0,28,0,6,0,8,0,1,1,1,1,0
14,3,4.174387269895637,8.856376036730422,1,3,3,4,20,1,2,2,5,5,4,1979,1979,1,1,9,10,2,0.0,3,4,3,0,0,0,0,1,4,1,4,7.02197642307216,1120,7.714677473800927,0,2,0,6,1.0986122886681098,3,12,6,0,2,528,2,154,0,0,8,3,8,2,1,0,0,0,1
4,3,4.61512051684126,9.466531777336593,1,0,3,4,16,2,2,0,2,9,4,2009,2010,3,1,12,13,3,760.0,0,4,2,2188,0,142,2330,1,0,1,4,7.768533300926033,0,7.768533300926033,1,2,1,2,0.6931471805599453,0,11,6,2,3,820,2,0,67,0,5,4,6,5,1,1,1,1,0
4,3,4.189654742026425,8.852807917623322,1,3,3,4,19,1,2,0,2,5,6,1961,1994,1,1,6,10,2,0.0,3,4,1,465,0,447,912,1,4,1,4,7.1204443723924875,0,7.1204443723924875,0,1,0,3,0.6931471805599453,3,6,6,1,1,288,2,0,0,0,8,0,8,4,1,1,1,1,1
4,3,4.2633832685897595,8.901230352110781,1,0,3,4,12,2,2,0,2,4,5,1971,1971,1,1,6,6,2,0.0,3,4,1,322,0,536,858,1,4,1,4,6.755768921984255,0,6.755768921984255,0,1,0,2,0.6931471805599453,3,4,6,0,1,684,2,0,0,0,8,1,8,4,1,1,1,1,1
4,3,4.174387269895637,9.072571442231286,1,0,3,4,12,2,2,0,2,5,6,1957,2000,3,1,8,8,2,0.0,3,2,1,860,0,132,992,1,4,1,4,7.175489713624222,0,7.175489713624222,1,1,0,2,0.6931471805599453,3,5,6,0,1,756,2,0,0,0,7,3,8,4,1,1,1,1,1
9,3,4.1588830833596715,8.971575439759016,1,3,3,4,8,2,2,0,5,7,4,2003,2003,1,1,12,13,2,0.0,2,4,2,0,0,783,783,1,0,1,4,6.694562058521095,702,7.31986492980897,0,2,1,3,0.6931471805599453,2,8,6,1,2,393,2,0,75,0,9,0,8,4,1,1,0,1,0
4,3,3.9318256327243257,9.60642831827175,1,0,1,1,8,2,2,0,2,7,4,2006,2006,3,1,12,13,1,27.0,2,4,2,0,0,1670,1670,1,0,1,4,7.421177528595393,0,7.421177528595393,0,2,0,3,0.6931471805599453,2,7,6,1,3,690,2,144,60,0,10,0,6,5,1,1,1,0,0
4,3,4.2633832685897595,8.728102205062104,1,0,3,4,19,2,2,0,2,5,5,1967,1967,1,1,6,14,1,75.0,3,4,1,599,0,277,876,1,4,1,4,6.805722553416985,0,6.805722553416985,0,1,0,3,0.6931471805599453,3,6,6,0,1,288,2,0,0,0,10,1,8,4,1,1,1,1,1
4,3,4.394449154672439,9.202409001649903,1,3,3,4,12,2,2,0,2,5,4,1954,1954,1,1,6,6,3,110.0,3,4,1,354,290,412,1056,1,4,1,4,6.96979066990159,0,6.96979066990159,1,1,0,3,0.6931471805599453,3,6,6,0,1,280,2,0,0,164,4,4,8,4,1,1,1,1,1
4,3,4.762173934797756,9.510593101601815,1,0,3,0,21,2,2,0,2,8,4,2006,2006,1,1,12,13,3,208.0,2,4,2,63,0,1560,1623,1,0,1,4,7.400620577371135,0,7.400620577371135,1,2,0,3,0.6931471805599453,2,8,6,1,3,865,2,0,60,0,8,1,8,4,1,1,1,1,0
8,3,4.465908118654584,9.350189267092581,1,0,3,4,6,2,2,0,0,7,6,1936,1987,1,1,3,3,2,0.0,2,4,1,223,0,794,1017,1,2,1,4,6.928537818164665,1037,7.629489916393995,0,1,1,3,0.6931471805599453,2,6,6,1,1,180,2,0,0,0,8,0,8,4,1,1,0,1,1
4,3,4.2633832685897595,9.092232283495854,1,0,2,4,11,2,2,0,2,5,4,1983,1983,1,1,6,6,2,0.0,3,4,1,301,324,239,864,1,4,1,4,6.805722553416985,0,6.805722553416985,1,1,0,2,0.6931471805599453,3,5,6,0,2,484,2,164,0,0,8,0,8,4,1,1,1,0,1
9,3,5.0106352940962555,9.440658127038393,1,1,3,4,8,2,2,0,5,6,4,2005,2005,1,1,12,13,2,0.0,2,4,2,0,0,742,742,1,0,1,4,6.610696044717759,742,7.3031700512368,0,2,1,3,0.6931471805599453,2,8,6,1,2,390,2,36,24,0,8,3,8,4,1,1,0,0,0
14,3,4.394449154672439,9.358846580275406,1,3,3,0,12,1,2,2,5,5,4,1960,1960,1,1,8,8,1,361.0,3,4,1,443,0,662,1105,1,4,1,0,7.00850518208228,1169,7.729735331385051,0,2,0,5,1.0986122886681098,3,12,6,0,2,480,2,0,0,0,0,4,8,4,1,1,0,1,1
4,3,4.2633832685897595,9.13637085177601,1,0,3,1,5,2,2,0,2,5,6,1977,1989,1,1,6,10,2,0.0,3,4,1,196,0,1072,1268,1,4,1,4,7.1459844677143876,0,7.1459844677143876,0,1,1,3,0.6931471805599453,2,5,6,0,1,252,2,173,0,0,1,3,8,4,1,1,1,0,1
5,4,3.9512437185814275,8.71948076085107,1,3,3,4,3,2,2,0,2,5,6,1925,1950,1,1,8,8,2,0.0,3,4,0,489,0,279,768,1,4,0,4,6.923628628138427,0,6.923628628138427,0,1,0,3,0.6931471805599453,3,6,2,0,1,450,2,0,0,112,9,0,8,0,1,1,1,1,1
